id,iq,d1,d2,d3,N,hysteresis,joule
1.186926686044266,1.336277266159141,-1.611210432,-0.586244053,-1.620491219,0.0414898268841521,0.425989021,-0.049670878
-0.5223115324594839,0.8317159540628097,0.423731112,0.445728235,0.619561013,-0.2310316258997022,0.102374513,-0.294774154
-0.4401497540206707,1.0671835450705531,1.284358805,-0.113886956,1.066863084,0.4993465913860545,1.204757692,0.74449388
-1.334975955024116,-0.4461869777963597,-1.525660825,0.611239757,-1.403455884,1.190185920506235,0.529095857,1.238032962
0.88888117840408,-1.476012184587431,1.195401694,0.342137609,1.058711265,-0.3515397254616307,-1.17850801,-0.921174313
-1.1770196929393602,-0.7148878353145328,-0.661100319,-0.741867602,-0.78943872,-1.0447437596519198,-0.873016631,-0.891047756
-0.1469982324337418,-0.901296973869957,0.839239349,1.266821239,1.021069697,1.7225267311286194,0.409051989,1.292534025
-0.3648388571785985,-0.0059167272844887,0.114202651,0.160293222,0.387470986,1.6976744823570007,1.230292735,1.340670788
0.1421019574391262,-1.1390096395710536,1.250046092,0.207099371,1.155049656,1.1173995322458197,-0.193857712,0.394500386
1.3349598030604244,2.0576593737664326,-0.076636796,1.826114876,0.073099255,0.9687638739935828,1.785450009,1.382308034
0.3801628469453544,-1.33672531834527,-0.221145954,-0.346140954,-0.353053745,1.375204882809851,-0.739393287,-0.12179661
0.6358582655390228,1.233674104396384,-0.057460906,0.385898011,-0.090890083,1.6439972095960942,2.364164081,2.305600921
-0.0826318525295011,-1.393523727245478,-1.638639898,-0.228840646,-1.696570867,-0.4480455307369287,-0.93467981,-0.636350781
-0.3202168597789196,1.3622439251192735,-1.35373935,-0.985891189,-1.097814983,-1.7239910373702323,-1.437542281,-1.122980045
0.326212753909318,0.2137657368753491,1.498525201,0.292862771,1.401620245,1.0294352344920603,1.187443844,0.892843396
0.5235561457599006,-0.6215884394631717,-1.048717066,-0.296026536,-1.274664688,-0.3938212042271456,-0.744086987,-0.768612089
-1.88920597223926,-0.7995454018795309,-1.352210568,-0.083645687,-1.386547075,-1.6441118710899594,-1.382790377,-1.110867313
0.7985007968804232,1.150391057012338,1.093697386,-0.34013891,1.333174596,1.2605827408903605,1.890645858,1.653559609
1.018477692200296,1.822293687613008,-0.907680223,-0.129108938,-0.616294042,0.555584518504871,1.046467948,0.575722375
1.447671039510785,-1.619664451860625,0.141898256,-0.656232321,0.117110503,0.1953245368124702,-1.148833329,-0.878876194
-0.2031339158597835,1.2031361226097006,0.887363745,-1.465754041,1.108953986,0.0541011758958156,0.5947547,0.078904262
1.2879425423923203,0.8187218360028188,1.509961258,0.267898746,1.395615786,0.5238092349298383,1.129088053,0.618844445
0.9520413718125827,-0.5470173734664424,1.270849307,1.227440334,1.210856064,-0.7376674697622477,-0.868098682,-0.914325153
0.78459492628574,-1.4266292289313056,-0.160616951,-0.291028841,-0.056346222,0.1021002265146684,-0.935655378,-0.693269272
0.598971855793718,1.9144774830840083,1.266947886,-1.215824209,1.32711273,0.3358220179812011,1.129845944,0.567773299
0.5554054167875009,-0.5385910529151087,1.201458446,1.9884199,0.934833367,0.2852243002942616,-0.124870429,-0.308697283
-0.694083811981747,-0.879970105318444,-1.030568091,2.024356631,-1.233670447,0.6582676512181552,-0.149805981,0.217195514
-0.0891257078197613,-1.0264317346480925,0.831096415,-0.225073894,0.976728933,1.392168604726795,0.023598831,0.925452183
-0.2121096970214817,0.2126298474428244,1.169584842,0.677284066,1.339530396,-0.3018862664591012,-0.18345699,-0.468664449
-1.7762417958072685,-1.3807797145788094,1.453811887,0.112783648,1.238070956,-1.132178911103301,-0.782056336,-0.899095258
1.4331461267959995,1.198094915596306,1.56074043,0.405017716,1.649762391,0.1858531443199978,0.783415533,0.24549146
1.5344121910076618,0.2515056919806129,-0.858574774,1.207340776,-1.058996663,1.6855918336877571,1.561671229,1.421798407
-0.7051362844525393,-0.1954092515615524,-1.62301439,0.167901405,-1.370171517,-1.4077453820037995,-1.242784364,-1.06907826
0.7449991201498419,1.674312683923665,0.674914816,-1.244998532,0.716048262,-1.00953057028537,-0.544282271,-0.839975934
1.5263901314517372,0.222246062576093,0.999769235,-0.378776583,0.817872012,0.7290558099559244,1.054159497,0.599172171
0.6371855949626016,1.6842274625024858,-0.462366214,-1.394116141,-0.506442426,-1.6482983007973155,-1.339537322,-1.113341295
0.2728981973936372,1.632079766025882,1.174073373,-0.960514443,1.191773462,0.8538328638780284,1.628234703,1.228797894
0.6492511435655722,1.4883867466330765,-1.511600649,-1.125539627,-1.420487867,-0.2768016672059984,0.223565926,-0.262386565
0.3386715642775474,1.0563659856785377,0.062236092,1.595433221,-0.073191501,-0.653139076035815,-0.209106661,-0.612144628
-1.0066377668500794,-1.1418335387325187,-0.25714035,-0.853650731,-0.390888741,-1.0917873441511612,-1.07080419,-0.922016857
-0.2689714032378343,-0.4827943374025256,1.32831496,1.896400174,1.031189756,-1.0265219177464846,-0.923615351,-0.949557015
0.8652427002436753,-0.8820044695337587,-0.21406216,-1.169986797,-0.432986984,-0.7494815532194072,-1.055617676,-0.968618958
-1.1619971120031038,0.5340202800110954,-0.625138795,0.863480602,-0.818754733,-1.4165550626316288,-1.13056395,-1.058929214
1.4583535166640649,1.1824534457780784,-1.601447779,0.720354677,-1.836030247,-1.11725048783423,-0.840133133,-0.958623883
0.3942374855335233,0.2994247212037233,-0.006553165,0.883093298,0.140369867,-0.0970770348990406,-0.004239757,-0.353412551
1.5251732346434888,0.7856733065069712,0.44912453,1.110467783,0.542267738,0.8578744907904465,1.33312262,0.907589294
0.3648090914959938,-0.540478227081646,0.5816373,-0.757646079,0.736510412,-1.7273543481062157,-1.453456013,-1.123325564
1.5897858917597192,-0.5555074170662813,-0.162250475,0.729074445,-0.064446727,0.6862034100063825,0.3879712,0.085215898
-0.967419943102556,0.5075817906683675,-0.403633683,-0.875545574,-0.292092107,1.135553246951253,1.423182185,1.323352738
-1.0339052084972435,-0.2436761881639478,0.845809787,-0.20687741,0.742508099,-1.0647105315481895,-0.896591095,-0.941806693
-0.9384010668446416,-0.7221021066144642,-1.569295145,2.030706919,-1.625101731,0.8085808235189881,-0.000801737,0.491963518
-1.2022050655068044,-1.3516569320580536,1.57053058,0.343616719,1.331899287,-0.8092354291670565,-0.753159722,-0.741523746
-0.712062788513052,0.1159251260767413,-0.135002551,1.218616245,0.00383833,1.3470068149818066,1.185660275,1.23544214
0.4987499614438545,-1.5333995970884435,-0.922522332,-0.709346694,-0.713060066,-1.3487884349752175,-1.345958589,-1.0736061
0.5310372566065746,-1.587528007657179,-1.075301531,1.336891891,-0.927646437,-0.6934761950400974,-1.198403428,-0.95325992
-0.9524581401391616,0.8045597728113861,-1.709628285,-0.710890964,-1.801504952,-1.605034029736724,-1.331107659,-1.108836697
-1.3098274572253916,0.6198286102195555,0.656142064,-0.360997784,0.494166145,0.0472224074629612,0.536742012,0.115755085
-1.0011710456002612,-1.2042094497488671,-1.033163933,-0.490931441,-0.754256478,-0.6539296135131117,-0.80406725,-0.5923765
0.5426511665418473,-0.3195214119284468,-1.71024063,-0.801997226,-1.583022375,1.353411886052687,0.568687644,0.688628565
-0.5547154334623764,-0.5168274582385721,0.602489131,-0.244430956,0.816779247,-0.0452997851455169,0.072333241,0.096493918
1.529951169857953,1.9564439964422085,1.104882315,-1.725758471,1.238266224,-0.0275491552385896,0.668087474,0.097432743
1.110077497157939,0.8468573622427515,0.710567895,-0.250860667,0.571679987,-0.9002825869316996,-0.510814012,-0.808893707
-0.1000148380212717,0.1096652060969324,-1.30905111,-0.862989789,-1.189076594,-1.1044942416610286,-0.958247564,-0.984096619
-0.838799448249406,-0.947350884197779,-1.172737357,-0.08456825,-1.130415747,0.2105149017199179,-0.264432211,0.045763358
-2.124947013106947,-1.2466667856583382,-0.350206825,-1.214397724,-0.561757003,-0.5810329397057482,-0.01899972,-0.395783643
-0.0010894425398556,1.5057600349752505,0.7983873,-1.077304151,0.875638534,1.7070365459821777,2.631007184,2.667583872
1.4770725894130088,-1.1152755011808226,-1.276628097,0.929567656,-1.126135699,-1.72475893365814,-1.458155074,-1.123382734
-1.501738162100867,-0.9374413829940732,1.004468668,-0.729133866,1.094318917,1.1909553462394864,1.25827706,2.137658256
